Start,End,Open,High,Low,Close,Volume,Market Cap
2024-05-12,2024-05-13,765.1622152283036,794.7387810981918,758.4322782985682,786.2532981465331,93319023401.92903,163564381155.91162
2024-05-11,2024-05-12,724.3986665217589,795.1788224411969,721.5631589120117,760.7590645057915,136188318805.90903,159697501906.6001
2024-05-10,2024-05-11,739.4179492851001,800.6925469783616,707.7975958389936,719.3196840449405,127738359567.83028,156184139419.55
2024-05-09,2024-05-10,708.7782386662702,757.1568442325944,708.4460384583456,744.0464078731148,115728281057.15294,149911135851.90363
2024-05-08,2024-05-09,783.2983611037025,784.7528467403158,690.7188044890669,708.4969713664093,132259628463.5767,154461897395.41296
2024-05-07,2024-05-08,797.3419401246488,829.6618451636492,770.4198732334763,780.4237046981432,186860570025.60577,164848218683.31943
2024-05-06,2024-05-07,758.6548654401049,856.2083333935344,756.2272385041366,792.6638462531068,194975568515.8634,163470040214.32285
2024-05-05,2024-05-06,671.1012403069817,770.6956919627578,652.0931428237177,757.4771029755082,92006824816.61693,144494832888.12076
2024-05-04,2024-05-05,678.4556867809633,696.0096867729312,666.2990497782735,671.4099397183594,83569357127.17976,137047436752.7818
2024-05-03,2024-05-04,607.8447006101708,689.1467992260577,603.6209112383598,678.81886260708,79762111260.12259,130566554537.36247
2024-05-02,2024-05-03,617.8816873426049,625.9418945307611,584.1563269548185,609.7614300051792,70376345522.22815,121301276464.4012
2024-05-01,2024-05-02,601.2194711809582,618.9316505144034,558.4958746976333,616.2460654266062,84136342381.07019,118521338393.76321
2024-04-30,2024-05-01,623.4353258811715,639.9460389000462,568.7899671642936,600.4801700431102,78127816038.56093,120146696223.67137
2024-04-29,2024-04-30,625.2304422819574,632.2447749720369,598.9960762327074,625.809294760384,56992716024.52478,122076199245.0313
2024-04-28,2024-04-29,643.157432922482,660.5604429543903,619.8210046199488,622.3096901711502,62787184569.18724,127349764001.24084
2024-04-27,2024-04-28,628.2532632868018,649.4670893999053,588.6567706403943,644.6140330984576,89040200137.83931,123678785946.06714
2024-04-26,2024-04-27,647.4092109687938,647.4092109687938,609.3904094226367,621.76706206436,95134464422.97452,123451275555.17166
2024-04-25,2024-04-26,648.6332424177554,666.4095709981531,618.3569270883557,644.5612676969525,103458296629.36314,124788929523.3262
2024-04-24,2024-04-25,714.508006393425,736.9382042943656,643.0391427345206,649.2103249811572,88139442525.92917,135717752305.43956
2024-04-23,2024-04-24,737.289395029943,796.8898472377311,707.847662576677,710.778852429542,100960378373.48146,143429536916.31992
2024-04-22,2024-04-23,729.6605850664578,745.983167095863,721.2810950116401,737.2140214230774,72073157748.79785,140796770255.92957
2024-04-21,2024-04-22,732.6905601538837,763.3680313288183,709.9246837927907,726.8535660478,87583857735.1546,140142326113.42188
2024-04-20,2024-04-21,650.3084417519583,736.5624116663337,640.6025024371313,736.5359009878857,87878442441.84775,130282924409.54083
2024-04-19,2024-04-20,655.9139330235168,686.8892456182338,595.221507545139,652.0225119705638,94838034537.63895,123422342117.25005
2024-04-18,2024-04-19,626.5853554145954,673.4985266054989,608.1969911010411,656.4669672623033,112296730423.00348,121478446355.86987
2024-04-17,2024-04-18,666.6586546841708,674.6111239361732,617.3619588675494,623.7664115690144,127389021819.62692,121816152418.17578
2024-04-16,2024-04-17,629.8872913645731,677.3066181667713,604.0561631694952,668.6049677104419,113754148512.16595,119912976263.4672
2024-04-15,2024-04-16,673.2040822345434,686.4934023502178,596.6837686522756,631.2557553369716,120590572444.0968,121262611904.66812
2024-04-14,2024-04-15,575.3251354663836,676.5471436134264,561.8455435678878,667.4300658870569,187392930539.50186,115863738981.5793
2024-04-13,2024-04-14,710.9700814071408,718.4503646614361,502.8996051880155,578.154772800418,168164483005.6481,124196398866.22856
2024-04-12,2024-04-13,843.3558093831808,878.5912003776928,660.8388297544733,717.1265261116904,86504844334.70476,149582340679.1372
2024-04-11,2024-04-12,863.8206129935152,903.0029257817729,836.9547717027591,841.1616986853205,71836364984.27391,156529314687.88913
2024-04-10,2024-04-11,875.1152010267142,885.2365677606775,834.0561992773515,866.8730045897669,70305446759.90425,156333762160.04553
2024-04-09,2024-04-10,964.2638150690553,966.2933802879913,872.1960830933282,878.0204956344362,65466583003.50542,165272330511.10712
2024-04-08,2024-04-09,947.9987625182097,981.7555424908516,927.4601557618348,962.3764682387601,65130830170.9005,171099978144.60382
2024-04-07,2024-04-08,914.7407404412675,963.2077985514552,914.7407404412675,945.3897731713458,67753923562.68658,167871231264.26746
2024-04-06,2024-04-07,900.699168123442,949.4342925482129,896.8123596592926,916.2985737532375,76495703367.67862,163457256971.74707
2024-04-05,2024-04-06,899.7628628695165,915.5851741589385,855.6878474627107,904.8098200724118,73267977706.21367,157426529873.269
2024-04-04,2024-04-05,887.4634243839349,938.0009993324909,873.5806911466616,904.3846909307074,71780969892.79846,157842972142.32635
