Start,End,Open,High,Low,Close,Volume,Market Cap
2024-06-16,2024-06-17,435.4345637513691,450.28326617662736,424.5069733039966,444.6986117884994,31494055482.257515,97869885146.04938
2024-06-15,2024-06-16,442.2075143162971,450.75433311345114,433.5114233877767,435.8059047232351,45585114806.78905,99132086403.92989
2024-06-14,2024-06-15,471.4708233183633,479.9913230052709,431.1860582504716,442.0219382106783,45054725694.95247,102836003783.25826
2024-06-13,2024-06-14,494.56492289128585,500.8071619262853,466.3762748626496,468.21132092368066,59224739328.20705,107353237508.82892
2024-06-12,2024-06-13,489.5416534339086,526.6866803694328,469.8004410933016,497.2236176001488,70963268809.74571,111820365351.84773
2024-06-11,2024-06-12,523.9545890286009,527.262771673984,479.2617958837895,488.39560844873677,95803461217.42844,112311371039.31898
2024-06-10,2024-06-11,544.3918212747573,564.5948567224569,515.8177367277924,522.6164911225925,56566786622.85673,120097803969.86948
2024-06-09,2024-06-10,548.1350228465367,554.750336945951,540.6299746377797,545.4685893261275,43371540575.58441,122185797714.02846
2024-06-08,2024-06-09,564.9997189589956,579.708287976503,537.9204409891636,548.091071072546,94848481245.25113,124963015641.83635
2024-06-07,2024-06-08,618.201873728665,636.9308432489405,532.2127232715735,568.8354160635143,71774501942.0788,136540048746.85022
2024-06-06,2024-06-07,633.0806217165248,650.3318455732133,612.6338005767847,619.5802789807504,64640138492.62209,141339633196.73068
2024-06-05,2024-06-06,620.6167741760984,652.018410238324,615.9947579325475,633.9357837800169,58007325332.15437,140541301952.3769
2024-06-04,2024-06-05,620.5198805834929,628.9485754417452,602.9971118790281,620.7480134521946,48771116898.542625,137224227346.42912
2024-06-03,2024-06-04,601.2644584560522,627.2246798718286,596.3957031122848,619.6350448206421,46923061609.84679,136530510466.38493
2024-06-02,2024-06-03,616.3473981225122,623.2545154300116,594.1371206500922,602.6557014265696,37097616105.63498,136841802924.71342
2024-06-01,2024-06-02,622.8139546010357,634.1740524943548,613.3172224232337,616.6567157004424,47884452936.70168,138833534859.27902
2024-05-31,2024-06-01,632.6546413712956,637.3444449985354,606.9266417185438,622.9968454886667,83145365912.21321,139572798746.61853
2024-05-30,2024-05-31,640.7854610692028,664.3736711924455,606.0541462793273,635.1911875707951,118788926755.9317,142930372457.3313
2024-05-29,2024-05-30,602.7847295623812,638.5921232563628,599.4803753909189,635.5312588434136,84374420722.0993,139012633926.95844
2024-05-28,2024-05-29,617.4846941890922,617.4846941890922,585.983838605688,601.5310051283797,70264654583.84538,133317542521.75713
2024-05-27,2024-05-28,583.0843615368515,625.9385130204934,581.2181967266148,618.741339732388,45632346815.069496,133963328283.91843
2024-05-26,2024-05-27,606.4787777835542,609.288388461209,582.0352620178255,583.8921069372249,42183877969.26164,132326543600.75223
2024-05-25,2024-05-26,589.804374753261,618.865483819945,589.7330779233499,605.5106781092272,49289744469.624695,133897989107.37247
2024-05-24,2024-05-25,604.0873200110866,611.4784327175485,577.7310890567181,591.0674304185644,97002278737.25534,130385688233.3639
2024-05-23,2024-05-24,640.201960237678,643.1523068924055,582.5959249617996,603.4175132969232,102464441480.66902,133183279951.5171
2024-05-22,2024-05-23,656.4622947328082,665.7694531584173,634.3279644594313,638.9451910295126,86255954517.92169,139272985370.81918
2024-05-21,2024-05-22,649.2582847577221,669.5593227209606,634.8198325810263,655.5718320511584,98796431526.8053,140276243615.29733
2024-05-20,2024-05-21,607.1029754645117,653.8922261517451,600.5798210964297,651.4859332719091,61628561356.54189,133445931205.15082
2024-05-19,2024-05-20,640.3901975574811,647.0710911297915,602.4272726054566,605.9107753744089,48420677643.85526,134039384789.74557
2024-05-18,2024-05-19,632.1972855246003,654.7874618564949,623.0603553360338,642.1034407347732,62427576305.87529,137671221523.8255
2024-05-17,2024-05-18,625.85166101047,651.4312577377676,621.8939934751401,633.0855567239572,72933967979.3801,136023954223.82326
2024-05-16,2024-05-17,659.5781553410719,660.1303219532548,604.0135120199714,625.2752284994837,113288165166.0817,135867516624.97057
2024-05-15,2024-05-16,620.6724858075937,665.1949696862613,604.8659397527978,656.6874485728287,161474044006.52756,135748804472.38759
2024-05-14,2024-05-15,722.950893470879,728.8519093582197,597.8569866550531,615.0881880977626,200767538278.55823,139571067372.39606
2024-05-13,2024-05-14,766.4553133524448,802.1077214068074,700.3378419144051,727.1062243368608,139707403340.1328,156675378531.8632
2024-05-12,2024-05-13,748.0035239972016,776.9168381391064,741.424505274722,768.6216413503248,91226353015.6059,159896465180.96613
2024-05-11,2024-05-12,708.1540940641916,777.3470115960826,705.3821724478335,743.6991135185069,133134308472.98082,156116300337.75882
